Taxon,Family,Subfamily,Clade,Constraint,Scientific Name,Data,Genes,Length
Anura,Allophrynidae,Allophryninae,Allophryninae_1,Allophryne,Allophryne relicta,1,2,2297
Anura,Allophrynidae,Allophryninae,Allophryninae_2,Allophryne,Allophryne resplendens,1,2,1999
Anura,Allophrynidae,Allophryninae,Allophryninae_3,Allophryne,Allophryne ruthveni,1,12,7032
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes australis,1,1,304
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes barrioi,1,7,4741
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes coppingeri,1,7,4740
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes gargola,1,9,6027
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes hugoi,1,6,4410
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes igneus,1,7,4740
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes kaweshkari,1,1,304
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes montanus,0,0,0
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes monticola,1,2,1160
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes neuquensis,1,5,3873
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes nodosus,1,6,2865
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes norae,1,6,4412
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes pehuenche,1,7,5335
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes tumultuosus,1,7,3298
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes valdiviensis,1,7,4740
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes vanzolinii,1,6,3725
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes verrucosus,1,7,5358
Anura,Alsodidae,Alsodinae,Alsodinae,Alsodes,Alsodes vittatus,0,0,0
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus altor,1,6,4185
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus calcaratus,1,12,8496
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus contulmoensis,1,6,4316
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus emiliopugini,1,7,4844
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus insularis,1,6,4318
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus migueli,1,6,4318
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus nahuelbutensis,1,7,4725
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus roseus,1,7,4862
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus septentrionalis,1,5,3383
Anura,Alsodidae,Alsodinae,Alsodinae,Eupsophus,Eupsophus vertebralis,1,6,4315
Anura,Alsodidae,Alsodinae,Alsodinae,Limnomedusa,Limnomedusa macroglossa,1,9,5343
Anura,Alytidae,Alytinae,Alytinae_1,Alytes,Alytes cisternasii,1,3,1196
Anura,Alytidae,Alytinae,Alytinae_2,Alytes,Alytes dickhilleni,1,9,4822
Anura,Alytidae,Alytinae,Alytinae_3,Alytes,Alytes maurus,1,4,1520
Anura,Alytidae,Alytinae,Alytinae_4,Alytes,Alytes muletensis,1,7,4786
Anura,Alytidae,Alytinae,Alytinae_5,Alytes,Alytes obstetricans,1,14,10557
Anura,Alytidae,Discoglossinae,Discoglossinae_1,Discoglossus,Discoglossus galganoi,1,10,7038
Anura,Alytidae,Discoglossinae,Discoglossinae_2,Discoglossus,Discoglossus montalentii,1,9,5630
Anura,Alytidae,Discoglossinae,Discoglossinae_3,Discoglossus,Discoglossus pictus,1,13,8573
Anura,Alytidae,Discoglossinae,Discoglossinae_4,Discoglossus,Discoglossus sardus,1,10,6637
Anura,Alytidae,Discoglossinae,Discoglossinae_5,Discoglossus,Discoglossus scovazzi,1,10,7386
Anura,Alytidae,Discoglossinae,Discoglossinae_6,Latonia,Latonia nigriventer,1,6,2556
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis adelphus,1,2,2176
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis adolfifriederici,1,3,1185
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis affinis,1,2,1755
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis anotis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis aureoli,1,2,929
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis bioko,1,2,2119
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis bivittatus,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis brevipes,1,2,2068
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis carquejai,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis crusculum,1,1,376
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis discodactylus,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis fichika,1,2,1650
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis formosus,1,1,377
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis francei,1,2,2170
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis hematogaster,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis kidogo,1,2,1152
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis krokosua,1,1,523
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis kutogundua,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis lameerei,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis langeri,1,1,530
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis lonnbergi,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis loveridgei,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis mossoensis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis nguruensis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis nikeae,1,2,1735
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis nimbaensis,1,1,376
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis nlonakoensis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis palava,1,2,1698
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis perreti,1,2,1950
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis phrynoides,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis poecilonotus,1,4,3510
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis pyrrhoscelis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis reichei,1,2,1722
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis schubotzi,1,6,3395
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis spinalis,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis stenodactylus,1,2,1366
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis stridens,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis sylvaticus,1,6,2453
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis taeniatus,1,5,2934
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis tanneri,1,6,3545
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis troglodytes,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis tuberosus,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis variabilis,1,12,9451
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis vercammeni,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis wahlbergii,1,2,1797
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis xenochirus,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis xenodactyloides,1,6,4059
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis xenodactylus,1,2,2169
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Arthroleptis,Arthroleptis zimmeri,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa alsco,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa cyaneospila,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa elegans,1,2,2244
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa escalerae,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa gracilis,1,2,866
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa gratiosa,1,5,2811
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa leucomystax,1,7,4505
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa manengouba,1,2,2236
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa melanogaster,1,2,927
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa nigromaculata,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa occidentalis,1,2,2158
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa oreas,1,2,2186
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa pulchra,1,2,2204
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa schioetzi,1,2,2002
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa trifasciata,0,0,0
Anura,Arthroleptidae,Arthroleptinae,Arthroleptinae,Cardioglossa,Cardioglossa venusta,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus batesi,1,2,2269
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus diadematus,1,5,2769
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus fallax,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus laticephalus,1,1,528
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus laurenti,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus montanus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus nganhanus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus occidentalis,1,1,540
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus perreti,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus ranoides,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus rheophilus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Astylosternus,Astylosternus schioetzi,1,7,3434
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon albiventris,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon axillaris,1,1,662
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon bicolor,1,5,3457
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon blanci,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon boulengeri,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon bueanus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon erythrogaster,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon mertensi,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon ornatus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon ovatus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon perreti,1,1,663
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon polyacanthus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon stevarti,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon ventrimarmoratus,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Leptodactylodon,Leptodactylodon wildi,0,0,0
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Nyctibates,Nyctibates corrugatus,1,5,2044
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Scotobleps,Scotobleps gabonicus,1,6,3350
Anura,Arthroleptidae,Astylosterninae,Astylosterninae,Trichobatrachus,Trichobatrachus robustus,1,15,11929
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis anchietae,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis argenteus,1,4,2447
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis aubryi,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis aubryioides,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis barbouri,1,3,1831
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis bequaerti,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis bocagii,1,3,2793
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis boulengeri,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis brevipes,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis brevirostris,1,1,497
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis broadleyi,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis bufonides,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis calcaratus,1,1,789
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis christyi,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis concolor,1,1,458
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis crystallinoron,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis cynnamomeus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis fenestratus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis fiziensis,1,2,1174
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis flavomaculatus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis gramineus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis jordani,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis karissimbensis,1,3,1865
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis kivuensis,1,11,8538
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis lebeaui,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis mackayi,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis macrotis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis marginatus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis millsoni,1,1,561
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis modestus,1,3,1259
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis mossambicus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis natalensis,1,7,4963
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis nordequatorialis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis notatus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis occidentalis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis ocellatus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis oryi,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis palmatus,1,2,1807
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis parbocagii,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis parkeri,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis parvus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis ragazzii,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis rufus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis spiritusnoctis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis susanae,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis uluguruensis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis vannutellii,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis vermiculatus,1,6,4053
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis viridis,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis xenodactylus,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis yaldeni,0,0,0
Anura,Arthroleptidae,Leptopelinae,Leptopelinae,Leptopelis,Leptopelis zebra,0,0,0
Anura,Ascaphidae,Ascaphinae,Ascaphinae_1,Ascaphus,Ascaphus montanus,1,7,6547
Anura,Ascaphidae,Ascaphinae,Ascaphinae_2,Ascaphus,Ascaphus truei,1,13,10768
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus ceii,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus jeinimenensis,1,2,840
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus nitoi,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus patagonicus,1,7,4352
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus praebasalticus,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus reverberii,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus salai,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Atelognathus,Atelognathus solitarius,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Batrachyla,Batrachyla antartandica,1,2,853
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Batrachyla,Batrachyla fitzroya,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Batrachyla,Batrachyla leptopus,1,9,5603
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Batrachyla,Batrachyla nibaldoi,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Batrachyla,Batrachyla taeniata,1,5,2483
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Chaltenobatrachus,Chaltenobatrachus grandisonae,0,0,0
Anura,Batrachylidae,Batrachylinae,Batrachylinae,Hylorina,Hylorina sylvatica,1,2,2295
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_1,Barbourula,Barbourula busuangensis,1,5,4565
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_10,Bombina,Bombina variegata,1,11,7372
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_2,Barbourula,Barbourula kalimantanensis,1,6,5630
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_3,Bombina,Bombina bombina,1,9,6806
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_4,Bombina,Bombina fortinuptialis,1,6,5110
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_5,Bombina,Bombina lichuanensis,1,5,3708
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_6,Bombina,Bombina maxima,1,5,3728
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_7,Bombina,Bombina microdeladigitora,1,8,4771
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_8,Bombina,Bombina orientalis,1,13,9657
Anura,Bombinatoridae,Bombinatorinae,Bombinatorinae_9,Bombina,Bombina pachypus,1,3,1765
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus alipioi,1,5,4025
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus atelopoide,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus brunneus,1,5,4197
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus bufonoides,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus didactylus,1,5,3806
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus ephippium,1,13,9746
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus ferruginus,1,5,4234
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus garbeana,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus guarani,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus hermogenesi,1,4,2792
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus izecksohni,1,5,4174
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus margaritatus,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus nodoterga,1,5,4450
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus pernix,1,5,4128
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus pitanga,1,5,4132
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus pombali,1,5,4070
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus pulex,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus toby,1,5,4072
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus tridactylus,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Brachycephalus,Brachycephalus vertebralis,1,5,4129
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema abdita,1,4,2539
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema bolbodactyla,1,4,3429
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema concolor,1,3,1614
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema epipeda,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema erythromera,1,4,3406
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema gehrti,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema gualteri,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema guentheri,1,10,7692
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema henselii,1,2,1063
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema hoehnei,1,4,2799
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema holti,1,4,3090
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema izecksohni,1,4,3414
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema juipoca,1,6,3996
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema karst,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema lactea,1,4,2613
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema manezinho,0,0,0
Anura,Brachycephalidae,Brachycephalinae,Brachycephalinae,Ischnocnema,Ischnocnema melanopygia,1,3,2444
